element_id,x_demo_m,y_demo_m,z_demo_m,layer_id,layer_name,log10_K_demo,K_demo_m_per_s
756,21.238,535.128,387.442,1,upper,-6.62367,2.378647022378907e-07
757,-159.927,893.547,415.524,1,upper,-6.58462,2.602435652475857e-07
758,628.255,228.002,444.487,1,upper,-6.67536,2.1117378299440425e-07
759,-93.54,819.053,402.272,1,upper,-6.78586,1.6373442537887557e-07
760,385.201,569.67,464.887,1,upper,-7.05039,8.904509467484495e-08
761,468.756,611.789,445.211,1,upper,-7.09998,7.943648157336275e-08
762,161.962,656.036,413.59,1,upper,-6.80672,1.5605583076818196e-07
763,-120.12,147.735,372.567,1,upper,-6.64131,2.283967921930092e-07
764,531.691,747.648,478.449,1,upper,-6.7867,1.6341804099278334e-07
765,328.81,81.145,473.226,1,upper,-6.822,1.5066070661867418e-07
766,-100.599,157.573,408.742,1,upper,-6.721,1.9010782799232997e-07
767,526.9,206.231,390.275,1,upper,-6.95028,1.1212952954151514e-07
768,225.874,848.998,433.304,1,upper,-6.55388,2.7933155562272356e-07
769,154.784,809.217,428.009,1,upper,-6.56303,2.735079787162676e-07
770,588.743,280.04,390.047,1,upper,-6.9234,1.19288890705687e-07
771,-99.66,110.691,373.141,1,upper,-6.80856,1.5539605883516585e-07
772,150.942,673.666,441.083,1,upper,-6.7569,1.7502496521057874e-07
773,-65.318,333.498,357.604,1,upper,-6.65348,2.220853955200061e-07
774,-37.871,880.589,391.117,1,upper,-6.59231,2.5567602164322876e-07
775,-130.947,702.367,377.505,1,upper,-6.75903,1.7416865577909688e-07
776,134.245,623.75,453.647,1,upper,-6.64069,2.2872308493617683e-07
777,585.917,777.942,435.938,1,upper,-6.76725,1.70903123441532e-07
778,142.44,697.116,458.418,1,upper,-6.68617,2.0598234592467845e-07
779,38.429,565.619,433.968,1,upper,-6.73734,1.8308805033795604e-07
780,-113.083,385.235,372.283,1,upper,-6.72121,1.9001592492898883e-07
781,188.073,297.074,397.138,1,upper,-6.93191,1.1697417746016625e-07
782,529.594,375.817,415.475,1,upper,-7.14205,7.210244633951632e-08
783,613.752,651.939,410.301,1,upper,-6.76412,1.7213928708404466e-07
784,235.827,545.186,437.306,1,upper,-7.04594,8.996218602980559e-08
785,57.389,141.43,408.901,1,upper,-6.49176,3.222849311609824e-07
786,581.517,667.919,391.342,1,upper,-6.93388,1.164447733762545e-07
787,-162.993,127.663,359.918,1,upper,-6.68447,2.0679022226107858e-07
788,197.812,312.571,420.606,1,upper,-6.81808,1.520267460322621e-07
789,629.954,614.915,414.725,1,upper,-6.97728,1.0537073271280793e-07
790,189.068,89.797,416.313,1,upper,-6.62654,2.3629797506531286e-07
791,603.677,757.976,464.78,1,upper,-6.75746,1.7479942512245164e-07
792,91.574,776.196,403.593,1,upper,-6.65219,2.2274604418032752e-07
793,14.268,183.419,371.694,1,upper,-6.60471,2.484791770349397e-07
794,-93.619,910.164,402.561,1,upper,-6.69631,2.0122873636029606e-07
795,605.234,125.233,434.392,1,upper,-6.74737,1.7890809854200152e-07
796,387.744,544.609,453.733,1,upper,-6.94857,1.1257190098046963e-07
797,257.723,695.951,457.647,1,upper,-6.87238,1.3415905793729333e-07
798,317.106,314.78,403.384,1,upper,-7.0136,9.691700839472904e-08
799,413.622,536.576,449.837,1,upper,-7.17589,6.669756823301814e-08
800,554.159,820.069,482.979,1,upper,-6.72383,1.8887305280839096e-07
801,569.003,297.333,378.667,1,upper,-7.03751,9.172548145739927e-08
802,-107.449,638.06,416.365,1,upper,-6.6498,2.2397523451784198e-07
803,527.061,788.696,463.164,1,upper,-6.85226,1.4052060145912314e-07
804,4.773,696.848,400.273,1,upper,-6.62174,2.389241226957167e-07
805,394.648,444.609,453.112,1,upper,-7.13749,7.286349517598539e-08
806,-9.249,523.759,394.315,1,upper,-6.72131,1.899721771822104e-07
807,215.073,661.209,442.146,1,upper,-6.78644,1.6351590410955062e-07
808,580.442,896.126,462.714,1,upper,-6.78852,1.6273463718466633e-07
809,218.705,554.507,429.231,1,upper,-6.88938,1.2900899736888658e-07
810,-81.366,375.188,404.206,1,upper,-6.78074,1.656761523570791e-07
811,283.374,439.589,388.632,1,upper,-6.9936,1.0148456628180957e-07
812,402.301,133.882,464.298,1,upper,-6.93071,1.172978360017876e-07
813,298.104,807.58,460.491,1,upper,-6.93152,1.1707926840831109e-07
814,-127.894,478.981,378.083,1,upper,-6.79337,1.6092740195466748e-07
815,439.918,788.248,418.274,1,upper,-6.83998,1.4455063372400456e-07
816,538.535,890.118,473.93,1,upper,-6.77169,1.6916480014638967e-07
817,-12.856,871.209,394.68,1,upper,-6.47689,3.335108751549251e-07
818,335.653,874.45,440.541,1,upper,-6.84626,1.424754377499713e-07
819,96.674,261.919,431.711,1,upper,-6.55522,2.784710164209858e-07
820,194.77,611.872,390.195,1,upper,-6.92162,1.1977881163744992e-07
821,-67.299,814.924,405.289,1,upper,-6.46565,3.4225515646663765e-07
822,604.306,283.363,427.756,1,upper,-6.92639,1.18470439609425e-07
823,307.994,821.764,446.481,1,upper,-6.89036,1.28718212464878e-07
824,563.606,514.687,440.7,1,upper,-6.91944,1.2038156915871984e-07
825,330.376,478.884,416.496,1,upper,-7.03664,9.190941460968218e-08
826,-6.986,134.417,373.861,1,upper,-6.58678,2.5895243549969525e-07
827,450.785,324.658,437.25,1,upper,-6.97094,1.0692025848152741e-07
828,175.481,452.759,396.377,1,upper,-6.96849,1.0752513586851817e-07
829,54.898,836.811,413.115,1,upper,-6.633,2.328091257665008e-07
830,304.941,740.882,451.154,1,upper,-6.96899,1.0740141421460655e-07
831,523.033,396.928,402.144,1,upper,-6.8866,1.2983745676148234e-07
832,539.718,334.016,390.114,1,upper,-7.00279,9.935963787255501e-08
833,626.831,331.515,427.525,1,upper,-6.99293,1.0164125060084879e-07
834,572.475,343.1,429.775,1,upper,-6.87274,1.3404789546376541e-07
835,310.397,58.377,431.635,1,upper,-6.70273,1.982759320162427e-07
836,371.974,372.64,450.231,1,upper,-6.98836,1.0271644970160333e-07
837,11.232,286.282,353.528,1,upper,-6.79414,1.606423319841897e-07
838,-35.93,84.456,368.932,1,upper,-6.48016,3.3100915073834796e-07
839,581.525,829.495,459.167,1,upper,-6.63512,2.316754418618711e-07
840,256.217,738.594,449.2,1,upper,-6.72791,1.871069846970062e-07
841,190.961,357.4,385.5,1,upper,-6.83852,1.4503739805768865e-07
842,78.053,217.404,421.064,1,upper,-6.65946,2.1904835697703306e-07
843,170.322,829.531,465.586,1,upper,-6.7694,1.7005914842240883e-07
844,232.419,772.145,453.051,1,upper,-6.75133,1.772841869605519e-07
845,146.932,484.216,437.652,1,upper,-6.87929,1.320413633964122e-07
846,-39.996,188.64,371.064,1,upper,-6.616,2.42102904673618e-07
847,-177.406,84.414,401.786,1,upper,-6.5362,2.909376991896547e-07
848,294.351,411.033,395.411,1,upper,-7.10651,7.82510186896256e-08
849,-89.494,248.248,380.742,1,upper,-6.6949,2.0188311632216552e-07
850,361.108,497.209,460.175,1,upper,-7.14214,7.208750590601276e-08
851,306.344,269.853,436.702,1,upper,-6.87995,1.318408517209068e-07
852,114.198,106.954,391.712,1,upper,-6.47038,3.385478031588672e-07
853,118.451,173.346,411.694,1,upper,-6.57762,2.644721830108689e-07
854,613.786,743.068,398.243,1,upper,-6.75272,1.7671767944691598e-07
855,532.601,545.598,400.57,1,upper,-6.92744,1.181843578990912e-07
856,299.212,192.207,454.526,1,upper,-6.82642,1.4913514472407596e-07
857,548.68,115.199,445.86,1,upper,-6.8676,1.3564381629092674e-07
858,86.582,579.909,424.123,1,upper,-6.88404,1.3060505908871836e-07
859,-35.378,679.304,357.651,1,upper,-6.7749,1.6791906215408355e-07
860,424.894,488.488,463.234,1,upper,-7.12003,7.585251761565136e-08
861,336.634,652.188,449.277,1,upper,-6.88148,1.3137719950032135e-07
862,143.449,393.266,405.248,1,upper,-6.92759,1.1814354551643704e-07
863,119.704,674.187,411.582,1,upper,-6.64177,2.281550048623355e-07
864,542.527,669.574,400.09,1,upper,-6.90039,1.2577953939270629e-07
865,163.72,208.078,391.142,1,upper,-6.72772,1.8718886025883193e-07
866,449.951,671.757,408.961,1,upper,-7.01085,9.753264453695054e-08
867,116.056,215.947,377.241,1,upper,-6.61394,2.432540053688083e-07
868,549.488,871.721,484.364,1,upper,-6.60941,2.4580459658377366e-07
869,9.992,55.177,421.017,1,upper,-6.53588,2.9115214900511044e-07
870,57.43,570.23,385.965,1,upper,-6.66199,2.1777599165510483e-07
871,295.277,743.378,411.574,1,upper,-6.72683,1.875728598582679e-07
872,359.735,889.187,448.63,1,upper,-6.81163,1.5430144743124947e-07
873,257.142,408.058,432.657,1,upper,-6.93686,1.1564849888225866e-07
874,110.847,214.959,425.741,1,upper,-6.62936,2.347685945249571e-07
875,-69.275,341.307,408.381,1,upper,-6.74648,1.7927511097041732e-07
876,492.395,142.97,407.691,1,upper,-6.74611,1.7942791064379565e-07
877,-122.37,315.196,393.195,1,upper,-6.78757,1.6309100164053253e-07
878,86.46,377.551,407.994,1,upper,-6.80314,1.5734755541121323e-07
879,118.622,337.484,439.861,1,upper,-6.80655,1.5611692913659068e-07
880,-75.738,571.705,374.321,1,upper,-6.78348,1.6463417814234548e-07
881,528.013,800.24,448.131,1,upper,-6.86002,1.3803206970219896e-07
882,461.122,869.388,471.692,1,upper,-6.89018,1.287715727568087e-07
883,-185.731,283.224,344.767,1,upper,-6.78657,1.6346696522767687e-07
884,210.467,624.419,446.767,1,upper,-6.8212,1.5093848966549518e-07
885,103.562,113.778,417.758,1,upper,-6.52147,3.0097470676545e-07
886,513.062,501.88,426.449,1,upper,-7.11726,7.633786332418481e-08
887,210.031,905.455,458.9,1,upper,-6.70565,1.969472857904807e-07
888,416.125,224.47,437.574,1,upper,-6.99844,1.0035984918261185e-07
889,93.573,184.167,421.837,1,upper,-6.6356,2.3141952615112523e-07
890,-93.806,648.383,371.612,1,upper,-6.78142,1.6541694659845836e-07
891,-144.061,502.398,333.314,1,upper,-6.88155,1.3135602570409456e-07
892,323.099,665.154,412.32,1,upper,-6.95201,1.1168375313499822e-07
893,611.195,551.434,445.61,1,upper,-6.78029,1.6584790887301743e-07
894,234.202,832.857,446.591,1,upper,-6.70162,1.987833475819415e-07
895,242.928,531.633,392.726,1,upper,-6.87259,1.3409420196303067e-07
896,273.359,235.619,411.059,1,upper,-6.94309,1.1400135150490237e-07
897,-103.107,914.706,423.334,1,upper,-6.62521,2.3702273220004536e-07
898,301.237,116.196,442.285,1,upper,-6.81306,1.53794215106488e-07
899,291.263,250.989,441.524,1,upper,-6.923,1.193988104464273e-07
900,-9.576,825.667,406.23,1,upper,-6.53337,2.928397315107828e-07
901,-58.586,230.691,235.801,2,middle,-7.47845,3.3231504219190134e-08
902,514.192,310.966,370.78,2,middle,-7.55023,2.8168907261307076e-08
903,-98.057,781.557,288.001,2,middle,-7.55949,2.7574649445921333e-08
904,299.783,296.801,374.807,2,middle,-7.62023,2.3975628464693567e-08
905,60.465,100.944,317.608,2,middle,-7.27103,5.357596472697513e-08
906,194.444,331.803,280.172,2,middle,-7.4616,3.454617749058203e-08
907,34.076,597.737,261.985,2,middle,-7.57404,2.66661304907242e-08
908,323.769,850.624,376.196,2,middle,-7.49094,3.228940185471166e-08
909,-102.301,838.542,321.97,2,middle,-7.3705,4.2608868358278855e-08
910,-13.534,466.026,285.138,2,middle,-7.4563,3.497035169434596e-08
911,488.387,505.378,345.682,2,middle,-7.76586,1.7145099111293016e-08
912,15.538,408.976,337.453,2,middle,-7.39208,4.054338448951448e-08
913,-140.738,559.293,265.594,2,middle,-7.53226,2.935891489338287e-08
914,268.48,301.8,345.831,2,middle,-7.64369,2.271485662944615e-08
915,364.729,113.856,373.281,2,middle,-7.5669,2.710815748427229e-08
916,343.146,308.73,300.26,2,middle,-7.81516,1.5305234921089904e-08
917,491.679,894.9,419.507,2,middle,-7.57788,2.6431389827233703e-08
918,407.632,509.201,328.696,2,middle,-7.79271,1.6117215024459063e-08
919,582.588,830.573,397.413,2,middle,-7.29643,5.05324086996215e-08
920,302.563,914.871,340.622,2,middle,-7.40357,3.948480522330264e-08
921,163.851,432.507,318.246,2,middle,-7.58636,2.5920298583946415e-08
922,438.607,399.102,286.807,2,middle,-7.8274,1.4879899569860221e-08
923,256.845,254.159,358.472,2,middle,-7.66389,2.168253219905245e-08
924,-51.715,118.912,299.363,2,middle,-7.25955,5.501105830433866e-08
925,93.633,60.827,310.16,2,middle,-7.30125,4.997467747924091e-08
926,261.21,431.341,365.582,2,middle,-7.56674,2.7118146338465755e-08
927,431.495,715.585,360.38,2,middle,-7.69908,1.9994935153901384e-08
928,452.221,589.39,377.104,2,middle,-7.69218,2.0315148439805123e-08
929,603.328,320.847,358.955,2,middle,-7.68082,2.085355011334614e-08
930,-37.205,593.48,255.42,2,middle,-7.37738,4.1939186293056005e-08
931,75.494,285.141,314.968,2,middle,-7.30762,4.924702499896863e-08
932,478.755,615.709,339.911,2,middle,-7.7329,1.8496944778405106e-08
933,-34.905,756.294,276.101,2,middle,-7.38151,4.154224856755062e-08
934,12.647,594.479,321.283,2,middle,-7.40909,3.898611863345586e-08
935,428.092,853.361,394.881,2,middle,-7.53932,2.8885507352187604e-08
936,546.764,419.215,277.788,2,middle,-7.69213,2.0317487442344314e-08
937,569.718,529.822,294.799,2,middle,-7.80505,1.566570701608272e-08
938,523.247,68.718,373.548,2,middle,-7.58626,2.5926267640445588e-08
939,616.323,870.926,339.218,2,middle,-7.28553,5.181672970421122e-08
940,223.302,180.426,348.796,2,middle,-7.44985,3.5493595860246397e-08
941,280.029,631.567,334.155,2,middle,-7.6708,2.134027442848977e-08
942,26.956,763.695,375.482,2,middle,-7.32043,4.781564296490595e-08
943,383.227,328.865,384.758,2,middle,-7.63685,2.3075440485784782e-08
944,-150.278,541.376,251.306,2,middle,-7.68425,2.068950022562664e-08
945,553.006,273.466,285.037,2,middle,-7.72855,1.8683145672097856e-08
946,31.255,264.417,260.448,2,middle,-7.38621,4.10950960647047e-08
947,567.454,407.651,272.723,2,middle,-7.68316,2.074149231860637e-08
948,116.884,73.708,277.516,2,middle,-6.99559,1.0102061311328187e-07
949,-31.525,865.657,270.124,2,middle,-7.27791,5.273391319904008e-08
950,310.326,194.96,291.235,2,middle,-7.65873,2.194168621595128e-08
951,-84.718,517.157,310.248,2,middle,-7.47667,3.336798641308621e-08
952,-99.327,360.792,307.771,2,middle,-7.48405,3.2805752192089526e-08
953,-57.59,158.812,283.986,2,middle,-7.19257,6.418447600178987e-08
954,402.487,201.941,330.329,2,middle,-7.61039,2.452505556449227e-08
955,163.934,875.57,370.178,2,middle,-7.27539,5.304079196476186e-08
956,377.996,289.919,333.302,2,middle,-7.73384,1.8456952732056118e-08
957,-164.44,641.15,273.614,2,middle,-7.49966,3.1647543100564625e-08
958,71.536,451.576,296.816,2,middle,-7.35175,4.4488729148376216e-08
959,470.13,786.518,381.459,2,middle,-7.74395,1.803225332897924e-08
960,130.017,780.929,380.631,2,middle,-7.30539,4.950054721879246e-08
961,115.351,132.528,340.214,2,middle,-7.31543,4.83693220155257e-08
962,109.013,40.55,368.634,2,middle,-7.28326,5.208827797418947e-08
963,63.821,512.204,262.009,2,middle,-7.49482,3.200221215559713e-08
964,387.547,499.513,310.505,2,middle,-7.84114,1.441650543383602e-08
965,480.437,493.666,344.14,2,middle,-7.81922,1.5162820718095243e-08
966,571.268,898.707,365.856,2,middle,-7.21701,6.067223591290677e-08
967,518.018,101.997,373.563,2,middle,-7.54852,2.8280038736574224e-08
968,-132.361,398.396,314.866,2,middle,-7.56554,2.719318016119446e-08
969,-60.29,677.191,296.831,2,middle,-7.451,3.53997341083435e-08
970,349.437,262.922,299.964,2,middle,-7.69054,2.0392008336213943e-08
971,-53.755,462.587,310.532,2,middle,-7.47029,3.386179685901337e-08
972,559.279,722.87,377.648,2,middle,-7.55379,2.7938944824197533e-08
973,26.161,850.986,361.372,2,middle,-7.14115,7.225202108614753e-08
974,-9.438,627.656,343.874,2,middle,-7.1711,6.743727297598055e-08
975,521.484,332.5,372.442,2,middle,-7.70417,1.976195927612696e-08
976,-39.931,839.76,317.276,2,middle,-7.32367,4.7460247643655683e-08
977,485.632,883.524,316.018,2,middle,-7.49643,3.1883794403300983e-08
978,-157.399,556.97,274.079,2,middle,-7.62437,2.3748161844761903e-08
979,550.334,539.395,368.906,2,middle,-7.70891,1.9547445007039885e-08
980,163.357,615.084,359.475,2,middle,-7.55596,2.779969300603183e-08
981,293.383,369.794,327.632,2,middle,-7.77961,1.661077899427572e-08
982,-108.726,748.226,264.423,2,middle,-7.40661,3.9209382252161013e-08
983,224.747,720.067,378.887,2,middle,-7.48153,3.299666138373781e-08
984,-186.579,914.566,293.399,2,middle,-7.40314,3.9523918946862865e-08
985,-56.211,631.358,281.91,2,middle,-7.38306,4.139424826017348e-08
986,201.595,653.151,296.61,2,middle,-7.64085,2.2863883575787422e-08
987,-45.5,327.204,260.479,2,middle,-7.38789,4.093643321831292e-08
988,461.43,664.433,381.717,2,middle,-7.59392,2.5472994392673252e-08
989,123.595,573.931,264.358,2,middle,-7.49949,3.1659933622841625e-08
990,607.716,793.871,349.569,2,middle,-7.58392,2.606633665442947e-08
991,280.729,241.137,293.986,2,middle,-7.61001,2.4546523945741877e-08
992,101.963,453.158,288.974,2,middle,-7.65448,2.215746132843669e-08
993,-167.625,570.673,279.314,2,middle,-7.58184,2.6191477601884284e-08
994,568.562,155.573,382.369,2,middle,-7.6567,2.2044487164510595e-08
995,460.197,810.309,339.624,2,middle,-7.57671,2.6502692643195293e-08
996,215.024,179.464,356.352,2,middle,-7.43453,3.676799940667642e-08
997,-74.015,884.091,350.986,2,middle,-7.33452,4.628923463064305e-08
998,151.138,844.25,361.684,2,middle,-7.21128,6.147803813502511e-08
999,150.543,164.472,352.917,2,middle,-7.35803,4.3850040619380605e-08
1000,570.48,406.188,312.729,2,middle,-7.635,2.31739464996848e-08
1001,316.411,118.984,337.871,2,middle,-7.53568,2.912862604026489e-08
1002,-116.407,612.893,263.323,2,middle,-7.47915,3.3177984506206466e-08
1003,311.72,735.929,395.035,2,middle,-7.64638,2.2574596684873346e-08
1004,545.931,637.41,310.978,2,middle,-7.73741,1.8305854240899907e-08
1005,121.074,339.177,288.657,2,middle,-7.58254,2.6149295931303705e-08
1006,424.972,428.809,314.043,2,middle,-7.92831,1.1794784217770152e-08
1007,119.996,840.631,370.952,2,middle,-7.14149,7.219547863690631e-08
1008,0.245,264.959,333.273,2,middle,-7.32467,4.735109210310943e-08
1009,243.778,712.82,319.339,2,middle,-7.61138,2.4469212919908066e-08
1010,-96.346,557.274,253.783,2,middle,-7.4599,3.468166987553587e-08
1011,154.258,270.211,317.397,2,middle,-7.35667,4.398757294110954e-08
1012,163.887,233.481,317.362,2,middle,-7.50408,3.1327086049118065e-08
1013,609.978,648.605,341.978,2,middle,-7.719,1.9098532585662367e-08
1014,241.726,834.31,313.873,2,middle,-7.33192,4.6567186555048795e-08
1015,571.741,829.455,384.841,2,middle,-7.47627,3.339873362176469e-08
1016,533.446,172.503,285.673,2,middle,-7.54162,2.8732935635694964e-08
1017,-65.726,610.248,306.162,2,middle,-7.61383,2.4331562560732345e-08
1018,242.191,830.284,371.753,2,middle,-7.51363,3.064573204840902e-08
1019,-99.123,640.959,315.858,2,middle,-7.30754,4.925609747179951e-08
1020,255.846,267.557,346.386,2,middle,-7.54993,2.8188372375329024e-08
1021,-180.941,851.008,291.439,2,middle,-7.42774,3.734736791618676e-08
1022,437.302,874.39,387.319,2,middle,-7.47142,3.377380565614454e-08
1023,584.369,88.783,367.835,2,middle,-7.26831,5.3912565649986605e-08
1024,109.638,821.964,324.873,2,middle,-7.29643,5.05324086996215e-08
1025,56.667,623.823,350.788,2,middle,-7.22115,6.009661352840375e-08
1026,-131.417,269.851,285.78,2,middle,-7.43467,3.675614871425836e-08
1027,329.905,838.518,362.512,2,middle,-7.47187,3.3738828602596523e-08
1028,316.806,483.865,342.175,2,middle,-7.7668,1.7108029875993288e-08
1029,274.856,699.449,348.423,2,middle,-7.50433,3.130905791819315e-08
1030,395.299,579.794,318.554,2,middle,-7.7764,1.673400906839314e-08
1031,-119.549,854.161,253.059,2,middle,-7.36383,4.326831671582426e-08
1032,-165.866,225.636,316.311,2,middle,-7.63762,2.3034564195866768e-08
1033,-118.207,434.754,235.007,2,middle,-7.64511,2.264070781244158e-08
1034,253.782,434.172,315.221,2,middle,-7.75041,1.776601399973648e-08
1035,-20.956,103.245,277.241,2,middle,-7.28853,5.146002584594185e-08
1036,495.585,67.469,323.091,2,middle,-7.74103,1.815390255725554e-08
1037,100.26,382.768,252.893,2,middle,-7.37893,4.178977183725382e-08
1038,-84.19,95.355,323.34,2,middle,-7.14281,7.197637994379417e-08
1039,584.059,564.449,271.084,2,middle,-7.71732,1.9172555340057913e-08
1040,6.777,480.501,244.278,2,middle,-7.62713,2.359771762662935e-08
1041,-149.843,585.224,272.706,2,middle,-7.50061,3.157839115862376e-08
1042,538.98,545.185,368.574,2,middle,-7.64382,2.2708058271259442e-08
1043,83.33,80.421,331.197,2,middle,-7.17339,6.708261749649002e-08
1044,-90.415,127.809,331.832,2,middle,-7.19101,6.4415443314046e-08
1045,48.851,152.222,333.991,2,middle,-7.30558,4.947889590306451e-08
1046,389.821,123.714,303.01,2,middle,-7.50603,3.118674146275091e-08
1047,-117.006,898.345,274.68,2,middle,-7.25418,5.569548626145071e-08
1048,418.762,606.817,336.433,2,middle,-7.75922,1.7409247519589002e-08
1049,446.853,840.015,322.362,2,middle,-7.58852,2.5791701865160697e-08
1050,233.466,633.123,391.258,2,middle,-7.73876,1.8249039028833712e-08
1051,190.455,231.787,287.978,2,middle,-7.38143,4.1549901637385215e-08
1052,532.819,468.48,308.027,2,middle,-7.68779,2.052154243504956e-08
1053,-80.549,330.409,288.83,2,middle,-7.50346,3.1371840621825865e-08
1054,212.428,269.691,277.924,2,middle,-7.61336,2.435790879613001e-08
1055,434.37,494.031,373.605,2,middle,-7.84604,1.4254762963370029e-08
1056,-51.78,718.139,341.514,2,middle,-7.44277,3.6076965408829265e-08
1057,565.065,580.965,286.966,2,middle,-7.76107,1.733524564087677e-08
1058,47.528,521.561,307.628,2,middle,-7.44855,3.5600000166167537e-08
1059,-184.376,419.47,308.675,2,middle,-7.72906,1.8661218587622514e-08
1060,168.864,911.396,328.519,2,middle,-7.34809,4.486524048681491e-08
1061,590.231,334.84,262.383,2,middle,-7.63689,2.3073315257045597e-08
1062,262.168,130.432,304.676,2,middle,-7.61927,2.4028684770796417e-08
1063,-72.057,705.602,350.881,2,middle,-7.26086,5.484537370228955e-08
1064,-1.67,628.846,265.998,2,middle,-7.50621,3.117381831835504e-08
1065,37.072,644.528,264.694,2,middle,-7.48303,3.2882891539466495e-08
1066,-75.801,711.221,257.939,2,middle,-7.50202,3.1476033582721826e-08
1067,56.754,593.353,271.092,2,middle,-7.4367,3.6584742279397117e-08
1068,558.543,714.836,307.759,2,middle,-7.68401,2.0700936825737216e-08
1069,-149.063,398.22,253.901,2,middle,-7.52308,2.998610103715923e-08
1070,297.417,492.384,285.534,2,middle,-7.64689,2.2548102480032557e-08
1071,106.08,252.094,364.839,2,middle,-7.32158,4.7689195928242744e-08
1072,357.703,522.022,336.622,2,middle,-7.72522,1.8826951334232952e-08
1073,101.795,140.016,326.601,2,middle,-7.24711,5.660958876436242e-08
1074,98.935,209.226,342.119,2,middle,-7.22694,5.930072458996121e-08
1075,-20.937,806.492,303.367,2,middle,-7.15964,6.924046885571319e-08
1076,254.79,729.666,366.22,2,middle,-7.60758,2.468425362268766e-08
1077,116.664,630.81,347.004,2,middle,-7.43687,3.6570424369902774e-08
1078,560.342,392.794,293.307,2,middle,-7.72818,1.869906968152071e-08
1079,235.798,95.059,376.132,2,middle,-7.45531,3.505015961162732e-08
1080,-88.432,266.352,286.08,2,middle,-7.44199,3.6141818450504394e-08
1081,-20.559,184.711,317.087,2,middle,-7.19455,6.389251741346448e-08
1082,-186.376,562.332,223.472,2,middle,-7.55813,2.7661135239448348e-08
1083,113.3,213.669,323.473,2,middle,-7.28324,5.209067678327135e-08
1084,-95.452,491.818,319.472,2,middle,-7.5659,2.7170648241126758e-08
1085,390.886,690.304,299.56,2,middle,-7.68654,2.058069326622375e-08
1086,284.658,388.289,302.299,2,middle,-7.73558,1.8383152924820237e-08
1087,-39.024,101.008,306.085,2,middle,-7.23054,5.881119445366137e-08
1088,84.512,353.775,272.362,2,middle,-7.5031,3.139785648272821e-08
1089,419.406,272.997,324.989,2,middle,-7.68513,2.0647620055699168e-08
1090,-142.029,137.102,261.662,2,middle,-7.53698,2.9041563927293434e-08
1091,-168.623,627.159,297.869,2,middle,-7.45257,3.527199303011735e-08
1092,259.143,376.271,338.926,2,middle,-7.72448,1.8859058166630653e-08
1093,247.521,465.537,374.871,2,middle,-7.64084,2.2864410042223488e-08
1094,-105.318,86.256,262.449,2,middle,-7.24099,5.741296818795992e-08
1095,-48.237,102.911,327.139,2,middle,-7.13371,7.350045033478202e-08
1096,420.162,521.713,360.312,2,middle,-7.81441,1.5331688961100248e-08
1097,357.303,310.074,365.872,2,middle,-7.84382,1.4327816145135339e-08
1098,7.415,627.579,311.64,2,middle,-7.59191,2.5591161644041636e-08
1099,-4.853,141.182,340.917,2,middle,-7.11716,7.63554427906301e-08
1100,40.079,470.128,322.449,2,middle,-7.33847,4.587013306692162e-08
1101,566.693,888.581,389.64,2,middle,-7.41433,3.8518556200309216e-08
1102,182.058,542.352,357.9,2,middle,-7.4794,3.315889121908858e-08
1103,584.482,64.114,280.724,2,middle,-7.58101,2.6241581192151154e-08
1104,-131.969,587.012,223.264,2,middle,-7.52215,3.005038219936656e-08
1105,55.457,81.263,334.198,2,middle,-7.28449,5.194096332181019e-08
1106,500.889,871.734,415.202,2,middle,-7.65378,2.21932037337815e-08
1107,551.772,203.541,322.65,2,middle,-7.63402,2.3226298328376093e-08
1108,215.987,574.081,360.932,2,middle,-7.58842,2.5797641307761807e-08
1109,386.762,685.197,348.765,2,middle,-7.66839,2.145902570548209e-08
1110,-26.947,186.701,345.136,2,middle,-7.33427,4.6315888526921746e-08
1111,-186.837,183.376,290.097,2,middle,-7.22833,5.911123049790357e-08
1112,211.03,84.899,343.914,2,middle,-7.34259,4.543703670732286e-08
1113,101.184,592.565,313.206,2,middle,-7.3004,5.007258356403354e-08
1114,519.183,871.808,334.571,2,middle,-7.65939,2.190836662462469e-08
1115,-153.5,874.98,325.852,2,middle,-7.46949,3.3924230079415943e-08
1116,91.771,154.539,310.228,2,middle,-7.34618,4.5062989536885644e-08
1117,55.364,154.672,318.446,2,middle,-7.16565,6.828888158016593e-08
1118,353.361,362.973,382.467,2,middle,-7.74364,1.8045129371190466e-08
1119,-52.813,632.838,322.693,2,middle,-7.52007,3.019465000921121e-08
1120,95.693,456.507,276.208,2,middle,-7.48197,3.296324815961699e-08
1121,148.575,370.106,278.994,2,middle,-7.52817,2.9636710646223074e-08
1122,309.176,914.93,369.576,2,middle,-7.58609,2.593641819133467e-08
1123,354.197,755.157,334.591,2,middle,-7.516,3.047894989627983e-08
1124,168.637,610.577,370.079,2,middle,-7.52927,2.956174047720589e-08
1125,391.101,225.879,366.588,2,middle,-7.57685,2.6494150561389562e-08
1126,-27.984,608.4,243.841,2,middle,-7.36207,4.344401950418589e-08
1127,170.829,545.739,315.797,2,middle,-7.57496,2.660970132919041e-08
1128,-91.76,788.345,286.753,2,middle,-7.37218,4.2444361033010256e-08
1129,-84.237,258.782,231.972,2,middle,-7.46147,3.4556519955171346e-08
1130,239.424,103.6,298.983,2,middle,-7.45992,3.468007276238992e-08
